date,product_id,category,sales_quantity,stock_remaining,location,price,promotion,is_holiday,day_of_week,is_weekend,month,quarter,reorder_point,lead_time
2023-11-29,Product_1,Electronics,11,60,Warehouse_C,260.12,0,0,2,0,11,4,91,4
2023-12-03,Product_1,Clothing,16,277,Warehouse_B,155.41,0,0,6,1,12,4,20,2
2023-12-13,Product_1,Home Goods,12,482,Warehouse_C,60.03,1,0,2,0,12,4,30,7
2023-12-16,Product_1,Clothing,13,365,Warehouse_C,445.53,0,0,5,1,12,4,23,4
2023-12-23,Product_1,Home Goods,11,294,Warehouse_C,405.47,1,0,5,1,12,4,29,8
2023-12-24,Product_1,Electronics,17,56,Warehouse_A,432.52,0,0,6,1,12,4,41,3
2023-12-29,Product_1,Clothing,15,450,Warehouse_B,75.62,0,0,4,0,12,4,53,8
2023-01-02,Product_10,Clothing,10,305,Warehouse_B,448.46,1,0,0,0,1,1,93,8
2023-01-08,Product_10,Clothing,15,433,Warehouse_B,393.35,0,0,6,1,1,1,79,2
2023-01-21,Product_10,Electronics,14,107,Warehouse_C,232.45,0,0,5,1,1,1,92,5
2023-01-25,Product_10,Clothing,7,463,Warehouse_B,52.07,0,0,2,0,1,1,56,4
2023-01-26,Product_10,Clothing,9,96,Warehouse_A,130.14,0,0,3,0,1,1,46,9
2023-01-28,Product_10,Electronics,12,458,Warehouse_A,325.05,0,0,5,1,1,1,47,8
2023-01-30,Product_10,Electronics,7,173,Warehouse_A,385.34,1,0,0,0,1,1,40,2
2023-02-01,Product_10,Home Goods,11,167,Warehouse_C,218.59,0,0,2,0,2,1,48,7
2023-02-11,Product_10,Electronics,7,167,Warehouse_A,214.23,1,0,5,1,2,1,94,7
2023-02-16,Product_10,Clothing,8,171,Warehouse_C,322.19,0,1,3,0,2,1,92,4
2023-02-20,Product_10,Clothing,10,184,Warehouse_B,198.0,0,0,0,0,2,1,77,3
2023-02-21,Product_10,Home Goods,11,206,Warehouse_A,474.39,0,0,1,0,2,1,82,6
2023-02-23,Product_10,Clothing,5,266,Warehouse_C,274.6,0,0,3,0,2,1,68,2
2023-03-01,Product_10,Home Goods,9,128,Warehouse_B,257.81,0,0,2,0,3,1,77,5
2023-03-06,Product_10,Home Goods,8,377,Warehouse_B,328.41,0,0,0,0,3,1,40,6
2023-03-08,Product_10,Clothing,10,124,Warehouse_C,441.85,0,0,2,0,3,1,54,5
2023-03-10,Product_10,Clothing,8,316,Warehouse_A,47.57,0,0,4,0,3,1,25,7
2023-03-16,Product_10,Electronics,3,108,Warehouse_B,261.82,0,0,3,0,3,1,70,4
2023-03-23,Product_10,Clothing,14,52,Warehouse_C,144.07,0,1,3,0,3,1,95,8
2023-03-23,Product_10,Clothing,7,227,Warehouse_C,407.76,0,0,3,0,3,1,48,9
2023-03-25,Product_10,Clothing,11,451,Warehouse_C,316.08,0,0,5,1,3,1,26,2
2023-04-06,Product_10,Electronics,11,434,Warehouse_A,151.69,0,0,3,0,4,2,77,5
2023-04-09,Product_10,Electronics,11,294,Warehouse_B,298.46,0,1,6,1,4,2,77,2
2023-04-09,Product_10,Home Goods,10,280,Warehouse_B,347.61,0,0,6,1,4,2,36,3
2023-04-10,Product_10,Clothing,12,495,Warehouse_C,412.47,0,0,0,0,4,2,51,5
2023-04-14,Product_10,Clothing,16,290,Warehouse_B,415.19,0,0,4,0,4,2,71,8
2023-04-14,Product_10,Home Goods,10,220,Warehouse_B,431.84,0,0,4,0,4,2,25,4
2023-04-18,Product_10,Clothing,8,215,Warehouse_A,93.03,0,0,1,0,4,2,59,9
2023-04-20,Product_10,Clothing,16,137,Warehouse_A,404.34,1,0,3,0,4,2,30,5
2023-05-06,Product_10,Home Goods,9,301,Warehouse_B,77.34,0,1,5,1,5,2,78,6
2023-05-10,Product_10,Electronics,6,89,Warehouse_A,328.41,1,0,2,0,5,2,25,8
2023-05-12,Product_10,Home Goods,6,365,Warehouse_B,134.06,1,0,4,0,5,2,51,4
2023-05-16,Product_10,Electronics,6,337,Warehouse_B,153.73,0,0,1,0,5,2,39,2
2023-05-16,Product_10,Home Goods,9,68,Warehouse_A,485.27,0,0,1,0,5,2,91,4
2023-05-16,Product_10,Home Goods,8,160,Warehouse_B,346.98,0,0,1,0,5,2,37,3
2023-05-17,Product_10,Home Goods,12,92,Warehouse_A,102.59,1,0,2,0,5,2,44,7
2023-06-01,Product_10,Home Goods,12,83,Warehouse_C,136.31,0,0,3,0,6,2,48,8
2023-06-03,Product_10,Home Goods,7,439,Warehouse_B,490.99,0,0,5,1,6,2,97,8
2023-06-04,Product_10,Electronics,11,176,Warehouse_C,459.01,0,0,6,1,6,2,65,6
2023-06-09,Product_10,Home Goods,12,241,Warehouse_C,283.75,0,0,4,0,6,2,50,2
2023-06-10,Product_10,Home Goods,10,152,Warehouse_A,164.39,0,0,5,1,6,2,72,6
2023-06-19,Product_10,Electronics,12,370,Warehouse_C,470.14,0,0,0,0,6,2,80,2
2023-06-25,Product_10,Electronics,6,105,Warehouse_C,438.51,0,0,6,1,6,2,43,9
2023-06-25,Product_10,Home Goods,13,400,Warehouse_B,197.24,0,0,6,1,6,2,25,6
2023-07-05,Product_10,Electronics,6,162,Warehouse_B,254.92,0,1,2,0,7,3,79,2
2023-07-06,Product_10,Home Goods,9,430,Warehouse_A,342.26,0,0,3,0,7,3,45,8
2023-07-07,Product_10,Clothing,7,120,Warehouse_B,473.07,1,1,4,0,7,3,46,3
2023-07-12,Product_10,Electronics,12,228,Warehouse_A,323.36,0,0,2,0,7,3,99,6
2023-07-18,Product_10,Clothing,6,452,Warehouse_A,130.59,0,0,1,0,7,3,61,3
2023-07-24,Product_10,Clothing,8,256,Warehouse_C,395.24,0,0,0,0,7,3,86,5
2023-07-26,Product_10,Clothing,4,204,Warehouse_C,102.53,0,0,2,0,7,3,87,4
2023-07-26,Product_10,Home Goods,11,236,Warehouse_C,107.52,0,0,2,0,7,3,52,6
2023-07-26,Product_10,Home Goods,7,357,Warehouse_B,451.37,0,0,2,0,7,3,66,8
2023-07-27,Product_10,Home Goods,6,411,Warehouse_B,121.86,0,0,3,0,7,3,97,9
2023-08-04,Product_10,Clothing,11,75,Warehouse_A,184.17,0,1,4,0,8,3,76,3
2023-08-18,Product_10,Electronics,10,150,Warehouse_C,349.79,0,0,4,0,8,3,83,7
2023-08-20,Product_10,Electronics,6,284,Warehouse_C,370.42,1,0,6,1,8,3,98,5
2023-08-23,Product_10,Electronics,12,196,Warehouse_B,440.69,0,0,2,0,8,3,62,6
2023-08-24,Product_10,Home Goods,9,424,Warehouse_A,39.41,0,1,3,0,8,3,80,2
2023-08-27,Product_10,Electronics,9,166,Warehouse_C,333.39,0,1,6,1,8,3,49,2
2023-08-29,Product_10,Electronics,14,240,Warehouse_A,105.04,0,0,1,0,8,3,24,6
2023-09-02,Product_10,Clothing,9,338,Warehouse_A,439.7,0,0,5,1,9,3,42,6
2023-09-03,Product_10,Home Goods,14,210,Warehouse_C,207.94,0,0,6,1,9,3,84,2
2023-09-05,Product_10,Home Goods,10,75,Warehouse_B,336.27,0,0,1,0,9,3,96,8
2023-09-10,Product_10,Clothing,10,302,Warehouse_A,116.15,0,0,6,1,9,3,68,5
2023-09-14,Product_10,Home Goods,7,417,Warehouse_A,95.47,0,0,3,0,9,3,81,3
2023-09-18,Product_10,Clothing,7,276,Warehouse_A,32.03,0,0,0,0,9,3,86,2
2023-09-20,Product_10,Clothing,3,132,Warehouse_A,160.61,0,0,2,0,9,3,28,6
2023-09-25,Product_10,Electronics,16,332,Warehouse_C,181.08,0,0,0,0,9,3,59,5
2023-09-29,Product_10,Electronics,7,302,Warehouse_B,248.64,0,0,4,0,9,3,23,9
2023-10-02,Product_10,Electronics,11,203,Warehouse_A,302.27,0,0,0,0,10,4,60,6
2023-10-03,Product_10,Electronics,15,277,Warehouse_B,169.64,0,0,1,0,10,4,39,7
2023-10-04,Product_10,Home Goods,10,167,Warehouse_C,476.61,0,0,2,0,10,4,50,7
2023-10-05,Product_10,Home Goods,9,334,Warehouse_A,118.8,0,0,3,0,10,4,83,4
2023-10-11,Product_10,Home Goods,13,314,Warehouse_A,239.67,0,0,2,0,10,4,65,7
2023-10-21,Product_10,Electronics,13,309,Warehouse_A,399.99,0,0,5,1,10,4,33,6
2023-10-30,Product_10,Home Goods,8,122,Warehouse_B,468.49,0,0,0,0,10,4,46,7
2023-11-05,Product_10,Home Goods,14,284,Warehouse_B,287.34,1,0,6,1,11,4,32,6
2023-11-12,Product_10,Electronics,10,345,Warehouse_B,163.17,0,0,6,1,11,4,44,3
2023-11-16,Product_10,Electronics,10,89,Warehouse_A,387.76,0,1,3,0,11,4,62,7
2023-11-18,Product_10,Electronics,14,78,Warehouse_A,444.92,0,0,5,1,11,4,88,3
2023-11-27,Product_10,Electronics,11,347,Warehouse_B,169.73,0,0,0,0,11,4,71,5
2023-11-29,Product_10,Clothing,11,459,Warehouse_B,22.9,0,0,2,0,11,4,59,5
2023-12-13,Product_10,Clothing,12,228,Warehouse_C,190.13,0,0,2,0,12,4,90,7
2023-12-15,Product_10,Electronics,12,352,Warehouse_C,187.66,0,0,4,0,12,4,94,6
2023-12-20,Product_10,Electronics,12,107,Warehouse_C,459.49,0,0,2,0,12,4,79,2
2023-12-22,Product_10,Home Goods,10,206,Warehouse_B,327.64,0,0,4,0,12,4,24,8
2023-12-25,Product_10,Clothing,8,391,Warehouse_A,93.85,0,0,0,0,12,4,73,3
2023-12-26,Product_10,Clothing,13,458,Warehouse_B,86.86,0,0,1,0,12,4,78,3
2023-12-28,Product_10,Home Goods,14,355,Warehouse_B,293.55,1,0,3,0,12,4,44,2
2023-12-31,Product_10,Electronics,14,415,Warehouse_B,284.99,0,0,6,1,12,4,44,5
2023-12-31,Product_10,Home Goods,18,128,Warehouse_C,343.66,0,0,6,1,12,4,73,3
2023-01-10,Product_11,Electronics,13,112,Warehouse_A,55.19,1,1,1,0,1,1,25,3
2023-01-12,Product_11,Home Goods,14,483,Warehouse_C,313.37,0,0,3,0,1,1,33,5
2023-01-20,Product_11,Clothing,7,216,Warehouse_B,499.4,1,0,4,0,1,1,80,3
2023-01-22,Product_11,Clothing,9,449,Warehouse_C,305.34,0,0,6,1,1,1,36,4
2023-01-29,Product_11,Clothing,15,92,Warehouse_B,37.77,0,0,6,1,1,1,35,5
2023-02-10,Product_11,Electronics,11,133,Warehouse_B,434.32,0,0,4,0,2,1,99,7
2023-02-11,Product_11,Electronics,13,289,Warehouse_A,446.37,0,0,5,1,2,1,35,8
2023-02-14,Product_11,Clothing,10,141,Warehouse_A,178.89,0,0,1,0,2,1,66,9
2023-02-18,Product_11,Electronics,10,129,Warehouse_C,487.33,0,0,5,1,2,1,27,6
2023-02-22,Product_11,Clothing,16,318,Warehouse_B,332.35,0,0,2,0,2,1,54,2
2023-02-23,Product_11,Home Goods,12,132,Warehouse_A,57.65,0,0,3,0,2,1,90,8
2023-03-05,Product_11,Home Goods,9,185,Warehouse_A,306.78,0,0,6,1,3,1,64,4
2023-03-07,Product_11,Electronics,6,342,Warehouse_A,391.93,0,0,1,0,3,1,81,6
2023-03-09,Product_11,Home Goods,10,108,Warehouse_A,209.97,0,0,3,0,3,1,27,7
2023-03-10,Product_11,Clothing,14,432,Warehouse_B,198.42,0,0,4,0,3,1,75,3
2023-03-14,Product_11,Electronics,11,301,Warehouse_A,170.65,1,0,1,0,3,1,76,4
2023-03-17,Product_11,Clothing,6,238,Warehouse_A,357.15,0,0,4,0,3,1,76,4
2023-03-24,Product_11,Clothing,3,181,Warehouse_B,286.31,0,0,4,0,3,1,61,9
2023-03-24,Product_11,Electronics,11,380,Warehouse_C,298.56,1,0,4,0,3,1,78,7
2023-03-30,Product_11,Clothing,9,363,Warehouse_C,145.17,0,0,3,0,3,1,23,7
2023-03-30,Product_11,Electronics,4,273,Warehouse_A,248.07,0,0,3,0,3,1,58,8
2023-04-11,Product_11,Clothing,12,61,Warehouse_B,416.71,0,0,1,0,4,2,81,4
2023-04-14,Product_11,Home Goods,11,320,Warehouse_C,263.32,0,0,4,0,4,2,38,9
2023-04-16,Product_11,Electronics,17,349,Warehouse_B,129.45,1,0,6,1,4,2,86,6
2023-04-17,Product_11,Electronics,13,288,Warehouse_B,301.32,0,0,0,0,4,2,45,8
2023-04-20,Product_11,Home Goods,15,177,Warehouse_B,467.54,0,0,3,0,4,2,75,2
2023-04-20,Product_11,Electronics,6,127,Warehouse_B,69.65,0,0,3,0,4,2,75,8
2023-04-23,Product_11,Electronics,10,276,Warehouse_C,195.54,1,0,6,1,4,2,79,9
2023-04-28,Product_11,Electronics,12,238,Warehouse_C,381.17,0,0,4,0,4,2,20,4
2023-05-01,Product_11,Electronics,11,409,Warehouse_A,96.88,0,1,0,0,5,2,31,9
2023-05-02,Product_11,Electronics,10,215,Warehouse_B,355.88,1,0,1,0,5,2,84,5
2023-05-06,Product_11,Clothing,6,157,Warehouse_A,101.75,0,0,5,1,5,2,40,3
2023-05-14,Product_11,Electronics,5,401,Warehouse_C,291.87,0,0,6,1,5,2,62,5
2023-05-17,Product_11,Clothing,11,358,Warehouse_A,360.94,1,1,2,0,5,2,53,9
2023-05-18,Product_11,Home Goods,7,440,Warehouse_C,355.48,1,0,3,0,5,2,57,3
2023-05-25,Product_11,Electronics,11,347,Warehouse_A,77.7,0,0,3,0,5,2,32,7
2023-05-28,Product_11,Electronics,8,191,Warehouse_B,449.61,1,0,6,1,5,2,75,9
2023-06-03,Product_11,Electronics,6,383,Warehouse_C,432.49,0,0,5,1,6,2,40,8
2023-06-03,Product_11,Electronics,9,199,Warehouse_A,265.07,0,0,5,1,6,2,60,8
2023-06-03,Product_11,Electronics,16,87,Warehouse_B,270.6,1,1,5,1,6,2,51,7
2023-06-04,Product_11,Electronics,13,238,Warehouse_B,203.17,0,0,6,1,6,2,51,4
2023-06-09,Product_11,Clothing,10,66,Warehouse_A,107.42,0,0,4,0,6,2,93,9
2023-06-13,Product_11,Clothing,12,283,Warehouse_B,375.34,1,0,1,0,6,2,26,4
2023-06-16,Product_11,Home Goods,8,391,Warehouse_A,382.27,0,0,4,0,6,2,27,6
2023-06-18,Product_11,Clothing,10,350,Warehouse_C,307.3,0,0,6,1,6,2,60,3
2023-06-22,Product_11,Clothing,10,167,Warehouse_A,295.78,0,0,3,0,6,2,33,5
2023-07-01,Product_11,Clothing,13,167,Warehouse_A,108.3,0,0,5,1,7,3,48,4
2023-07-02,Product_11,Clothing,8,165,Warehouse_C,71.77,0,0,6,1,7,3,46,7
2023-07-04,Product_11,Electronics,10,86,Warehouse_A,184.23,1,0,1,0,7,3,78,5
2023-07-11,Product_11,Clothing,9,66,Warehouse_A,362.89,0,1,1,0,7,3,84,3
2023-07-11,Product_11,Home Goods,11,272,Warehouse_A,442.05,0,0,1,0,7,3,37,2
2023-07-17,Product_11,Clothing,17,408,Warehouse_C,53.3,0,1,0,0,7,3,53,7
2023-07-18,Product_11,Electronics,9,423,Warehouse_A,452.99,0,0,1,0,7,3,92,3
2023-07-23,Product_11,Electronics,5,210,Warehouse_B,499.26,0,1,6,1,7,3,21,2
2023-07-24,Product_11,Home Goods,8,241,Warehouse_A,490.39,0,0,0,0,7,3,43,4
2023-08-11,Product_11,Clothing,8,411,Warehouse_B,295.2,0,0,4,0,8,3,74,9
2023-08-14,Product_11,Electronics,11,353,Warehouse_C,279.56,1,1,0,0,8,3,38,2
2023-08-16,Product_11,Home Goods,7,309,Warehouse_B,358.14,0,1,2,0,8,3,56,2
2023-08-30,Product_11,Clothing,8,122,Warehouse_C,143.17,0,1,2,0,8,3,60,2
2023-08-31,Product_11,Clothing,15,477,Warehouse_B,494.55,0,0,3,0,8,3,86,9
2023-09-01,Product_11,Electronics,6,87,Warehouse_C,307.61,1,0,4,0,9,3,91,9
2023-09-05,Product_11,Electronics,8,103,Warehouse_C,340.03,1,0,1,0,9,3,68,8
2023-09-06,Product_11,Home Goods,11,397,Warehouse_B,291.23,0,0,2,0,9,3,54,2
2023-09-13,Product_11,Electronics,7,171,Warehouse_A,48.62,0,0,2,0,9,3,29,3
2023-09-19,Product_11,Home Goods,8,167,Warehouse_B,365.32,1,0,1,0,9,3,44,2
2023-09-22,Product_11,Electronics,4,311,Warehouse_A,95.8,1,0,4,0,9,3,81,8
2023-09-25,Product_11,Electronics,8,486,Warehouse_B,211.62,0,0,0,0,9,3,78,4
2023-09-25,Product_11,Home Goods,12,252,Warehouse_A,140.48,1,0,0,0,9,3,33,4
2023-09-28,Product_11,Home Goods,9,436,Warehouse_B,411.02,1,0,3,0,9,3,98,5
2023-10-04,Product_11,Electronics,9,132,Warehouse_A,146.44,0,0,2,0,10,4,20,6
2023-10-08,Product_11,Electronics,16,299,Warehouse_C,496.71,0,0,6,1,10,4,34,6
2023-10-11,Product_11,Electronics,9,195,Warehouse_A,99.42,0,0,2,0,10,4,29,8
2023-10-14,Product_11,Clothing,16,167,Warehouse_C,192.14,0,0,5,1,10,4,26,8
2023-10-14,Product_11,Home Goods,9,168,Warehouse_C,139.95,0,0,5,1,10,4,63,4
2023-10-15,Product_11,Electronics,5,62,Warehouse_A,138.88,0,0,6,1,10,4,83,8
2023-10-15,Product_11,Electronics,10,247,Warehouse_A,460.52,0,0,6,1,10,4,21,4
2023-10-15,Product_11,Home Goods,8,78,Warehouse_B,60.77,0,0,6,1,10,4,64,6
2023-10-30,Product_11,Electronics,13,438,Warehouse_B,133.76,0,0,0,0,10,4,79,2
2023-11-01,Product_11,Electronics,8,259,Warehouse_B,76.77,1,0,2,0,11,4,47,2
2023-11-02,Product_11,Electronics,19,385,Warehouse_A,128.19,0,0,3,0,11,4,39,9
2023-11-02,Product_11,Clothing,11,375,Warehouse_C,476.47,0,0,3,0,11,4,21,7
2023-11-05,Product_11,Electronics,16,219,Warehouse_B,74.97,0,1,6,1,11,4,82,6
2023-11-05,Product_11,Electronics,9,457,Warehouse_B,253.36,0,0,6,1,11,4,59,6
2023-11-06,Product_11,Home Goods,15,466,Warehouse_A,120.31,0,0,0,0,11,4,66,6
2023-11-07,Product_11,Home Goods,5,76,Warehouse_C,398.25,0,0,1,0,11,4,63,5
2023-11-08,Product_11,Clothing,11,71,Warehouse_C,399.27,0,0,2,0,11,4,84,3
2023-11-11,Product_11,Electronics,10,285,Warehouse_B,308.6,1,1,5,1,11,4,35,5
2023-11-20,Product_11,Electronics,10,186,Warehouse_A,383.96,1,0,0,0,11,4,59,8
2023-11-22,Product_11,Clothing,9,198,Warehouse_A,201.37,0,0,2,0,11,4,24,5
2023-11-27,Product_11,Clothing,8,130,Warehouse_A,464.38,0,0,0,0,11,4,40,6
2023-11-27,Product_11,Electronics,8,139,Warehouse_C,146.8,1,0,0,0,11,4,48,6
2023-12-01,Product_11,Electronics,11,125,Warehouse_A,74.6,0,0,4,0,12,4,65,3
2023-12-07,Product_11,Clothing,21,482,Warehouse_A,100.87,0,0,3,0,12,4,31,2
2023-12-17,Product_11,Home Goods,17,367,Warehouse_B,329.9,0,0,6,1,12,4,29,3
2023-01-02,Product_12,Home Goods,6,365,Warehouse_C,149.3,0,0,0,0,1,1,38,8
2023-01-15,Product_12,Electronics,3,405,Warehouse_B,20.04,0,0,6,1,1,1,92,9
2023-01-19,Product_12,Clothing,7,384,Warehouse_A,477.53,0,0,3,0,1,1,94,2
2023-01-20,Product_12,Electronics,9,168,Warehouse_C,99.57,0,1,4,0,1,1,30,2
2023-02-06,Product_12,Home Goods,10,441,Warehouse_C,59.81,0,0,0,0,2,1,84,9
2023-02-11,Product_12,Electronics,12,77,Warehouse_B,412.69,0,0,5,1,2,1,73,5
2023-02-12,Product_12,Clothing,7,270,Warehouse_B,135.63,1,1,6,1,2,1,26,7
